ed for 080619725.xml | Count - 102172 | Percentage - 88 | Result - Match 
Checked for 081910401.xml | Count - 110779 | Percentage - 95 | Result - Match 
Checked for 081910424.xml | Count - 110780 | Percentage - 95 | Result - Match 
Checked for 081910430.xml | Count - 110781 | Percentage - 95 | Result - Match 
Checked for 081910447.xml | Count - 110782 | Percentage - 95 | Result - Match 
Checked for 081910453.xml | Count - 110783 | Percentage - 95 | Result - Match 
Checked for 081910462.xml | Count - 110784 | Percentage - 95 | Result - Match 
Checked for 081910539.xml | Count - 110785 | Percentage - 95 | Result - Match 
Checked for 081910545.xml | Count - 110786 | Percentage - 95 | Result - Match 
Checked for 081910551.xml | Count - 110787 | Percentage - 95 | Result - Match 
Checked for 081910614.xml | Count - 110788 | Percentage - 95 | Result - Match 
Checked for 081910637.xml | Count - 110789 | Percentage - 95 | Result - Match 
Checked for 081910804.xml | Count - 110790 | Percentage - 95 | Result - Match 
Checked for 081910891.xml | Count - 110791 | Percentage - 95 | Result - Match 
Checked for 081910902.xml | Count - 110792 | Percentage - 95 | Result - Match 
Checked for 081910931.xml | Count - 110793 | Percentage - 95 | Result - Match 
Checked for 081910948.xml | Count - 110794 | Percentage - 95 | Result - Match 
Checked for 081911066.xml | Count - 110795 | Percentage - 95 | Result - Match 
Checked for 081911112.xml | Count - 110796 | Percentage - 95 | Result - Match 
Checked for 081911129.xml | Count - 110797 | Percentage - 95 | Result - Match 
Checked for 081911135.xml | Count - 110798 | Percentage - 95 | Result - Match 
Checked for 081911158.xml | Count - 110799 | Percentage - 95 | Result - Match 
Checked for 081911170.xml | Count - 110800 | Percentage - 95 | Result - Match 
Checked for 081911187.xml | Count - 110801 | Percentage - 95 | Result - Match 
Checked for 081911193.xml | Count - 110802 | Percentage - 95 | Result - Match 
Checked for 081911233.xml | Count - 110803 | Percentage - 95 | Result - Match 
Checked for 081911377.xml | Count - 110804 | Percentage - 95 | Result - Match 
Checked for 081911432.xml | Count - 110805 | Percentage - 95 | Result - Match 
Checked for 081911475.xml | Count - 110806 | Percentage - 95 | Result - Match 
Checked for 081911498.xml | Count - 110807 | Percentage - 95 | Result - Match 
Checked for 081911521.xml | Count - 110808 | Percentage - 95 | Result - Match 
Checked for 081911567.xml | Count - 110809 | Percentage - 95 | Result - Match 
Checked for 081911573.xml | Count - 110810 | Percentage - 95 | Result - Match 
Checked for 081911582.xml | Count - 110811 | Percentage - 95 | Result - Match 
Checked for 081911622.xml | Count - 110812 | Percentage - 95 | Result - Match 
Checked for 081915010.xml | Count - 110813 | Percentage - 95 | Result - Match 
Checked for 081915678.xml | Count - 110814 | Percentage - 95 | Result - Match 
Checked for 081916533.xml | Count - 110815 | Percentage - 95 | Result - Match 
Checked for 081916579.xml | Count - 110816 | Percentage - 95 | Result - Match 
Checked for 081916654.xml | Count - 110817 | Percentage - 95 | Result - Match 
Checked for 081916683.xml | Count - 110818 | Percentage - 95 | Result - Match 
Checked for 081917440.xml | Count - 110819 | Percentage - 95 | Result - Match 
Checked for 081917457.xml | Count - 110820 | Percentage - 95 | Result - Match 
Checked for 081921054.xml | Count - 110821 | Percentage - 95 | Result - Match 
Checked for 081921100.xml | Count - 110822 | Percentage - 95 | Result - Match 
Checked for 081921117.xml | Count - 110823 | Percentage - 95 | Result - Match 
Checked for 081921152.xml | Count - 110824 | Percentage - 95 | Result - Match 
Checked for 081921434.xml | Count - 110825 | Percentage - 95 | Result - Match 
Checked for 081921472.xml | Count - 110826 | Percentage - 95 | Result - Match 
Checked for 081921532.xml | Count - 110827 | Percentage - 95 | Result - Match 
Checked for 081921630.xml | Count - 110828 | Percentage - 96 | Result - Match 
Checked for 081921929.xml | Count - 110829 | Percentage - 96 | Result - Match 
Checked for 081922295.xml | Count - 110830 | Percentage - 96 | Result - Match 
Checked for 081922646.xml | Count - 110831 | Percentage - 96 | Result - Match 
Checked for 081922744.xml | Count - 110832 | Percentage - 96 | Result - Match 
Checked for 081922750.xml | Count - 110833 | Percentage - 96 | Result - Match 
Checked for 081922767.xml | Count - 110834 | Percentage - 96 | Result - Match 
Checked for 081922773.xml | Count - 110835 | Percentage - 96 | Result - Match 
Checked for 081922796.xml | Count - 110836 | Percentage - 96 | Result - Match 
Checked for 081922807.xml | Count - 110837 | Percentage - 96 | Result - Match 
Checked for 081922813.xml | Count - 110838 | Percentage - 96 | Result - Match 
Checked for 081923311.xml | Count - 110839 | Percentage - 96 | Result - Match 
Checked for 081923426.xml | Count - 110840 | Percentage - 96 | Result - Match 
Checked for 081923651.xml | Count - 110841 | Percentage - 96 | Result - Match 
Checked for 081923841.xml | Count - 110842 | Percentage - 96 | Result - Match 
Checked for 081923942.xml | Count - 110843 | Percentage - 96 | Result - Match 
Checked for 081923985.xml | Count - 110844 | Percentage - 96 | Result - Match 
Checked for 081923991.xml | Count - 110845 | Percentage - 96 | Result - Match 
Checked for 081926665.xml | Count - 110846 | Percentage - 96 | Result - Match 
Checked for 081926671.xml | Count - 110847 | Percentage - 96 | Result - Match 
Checked for 081926688.xml | Count - 110848 | Percentage - 96 | Result - Match 
Checked for 081926694.xml | Count - 110849 | Percentage - 96 | Result - Match 
Checked for 081926705.xml | Count - 110850 | Percentage - 96 | Result - Match 
Checked for 081927480.xml | Count - 110851 | Percentage - 96 | Result - Match 
Checked for 081927497.xml | Count - 110852 | Percentage - 96 | Result - Match 
Checked for 081927508.xml | Count - 110853 | Percentage - 96 | Result - Match 
Checked for 081927514.xml | Count - 110854 | Percentage - 96 | Result - Match 
Checked for 081927520.xml | Count - 110855 | Percentage - 96 | Result - Match 
Checked for 081928749.xml | Count - 110856 | Percentage - 96 | Result - Match 
Checked for 081928755.xml | Count - 110857 | Percentage - 96 | Result - Match 
Checked for 081928761.xml | Count - 110858 | Percentage - 96 | Result - Match 
Checked for 081928778.xml | Count - 110859 | Percentage - 96 | Result - Match 
Checked for 081928784.xml | Count - 110860 | Percentage - 96 | Result - Match 
Checked for 081929593.xml | Count - 110861 | Percentage - 96 | Result - Match 
Checked for 081929725.xml | Count - 110862 | Percentage - 96 | Result - Match 
Checked for 081929754.xml | Count - 110863 | Percentage - 96 | Result - Match 
Checked for 081929852.xml | Count - 110864 | Percentage - 96 | Result - Match 
Checked for 081929869.xml | Count - 110865 | Percentage - 96 | Result - Match 
Checked for 081929921.xml | Count - 110866 | Percentage - 96 | Result - Match 
Checked for 081929967.xml | Count - 110867 | Percentage - 96 | Result - Match 
Checked for 081930020.xml | Count - 110868 | Percentage - 96 | Result - Match 
Checked for 081930043.xml | Count - 110869 | Percentage - 96 | Result - Match 
Checked for 081930187.xml | Count - 110870 | Percentage - 96 | Result - Match 
Checked for 081930210.xml | Count - 110871 | Percentage - 96 | Result - Match 
Checked for 081930233.xml | Count - 110872 | Percentage - 96 | Result - Match 
Checked for 081930242.xml | Count - 110873 | Percentage - 96 | Result - Match 
Checked for 081930262.xml | Count - 110874 | Percentage - 96 | Result - Match 
Checked for 081930279.xml | Count - 110875 | Percentage - 96 | Result - Match 
Checked for 081930291.xml | Count - 110876 | Percentage - 96 | Result - Match 
Checked for 081930302.xml | Count - 110877 | Percentage - 96 | Result - Match 
Checked for 081930319.xml | Count - 110878 | Percentage - 96 | Result - Match 
Checked for 081930360.xml | Count - 110879 | Percentage - 96 | Result - Match 
Checked for 081930377.xml | Count - 110880 | Percentage - 96 | Result - Match 
Checked for 081930400.xml | Count - 110881 | Percentage - 96 | Result - Match 
Checked for 081930417.xml | Count - 110882 | Percentage - 96 | Result - Match 
Checked for 081930423.xml | Count - 110883 | Percentage - 96 | Result - Match 
Checked for 081930432.xml | Count - 110884 | Percentage - 96 | Result - Match 
Checked for 081930452.xml | Count - 110885 | Percentage - 96 | Result - Match 
Checked for 081930469.xml | Count - 110886 | Percentage - 96 | Result - Match 
Checked for 081930538.xml | Count - 110887 | Percentage - 96 | Result - Match 
Checked for 081930544.xml | Count - 110888 | Percentage - 96 | Result - Match 
Checked for 081930550.xml | Count - 110889 | Percentage - 96 | Result - Match 
Checked for 081930607.xml | Count - 110890 | Percentage - 96 | Result - Match 
Checked for 081930665.xml | Count - 110891 | Percentage - 96 | Result - Match 
Checked for 081930671.xml | Count - 110892 | Percentage - 96 | Result - Match 
Checked for 081930688.xml | Count - 110893 | Percentage - 96 | Result - Match 
Checked for 081930694.xml | Count - 110894 | Percentage - 96 | Result - Match 
Checked for 081930705.xml | Count - 110895 | Percentage - 96 | Result - Match 
Checked for 081930711.xml | Count - 110896 | Percentage - 96 | Result - Match 
Checked for 081930728.xml | Count - 110897 | Percentage - 96 | Result - Match 
Checked for 081930734.xml | Count - 110898 | Percentage - 96 | Result - Match 
Checked for 081930803.xml | Count - 110899 | Percentage - 96 | Result - Match 
Checked for 081930861.xml | Count - 110900 | Percentage - 96 | Result - Match 
Checked for 081930890.xml | Count - 110901 | Percentage - 96 | Result - Match 
Checked for 081930918.xml | Count - 110902 | Percentage - 96 | Result - Match 
Checked for 081930976.xml | Count - 110903 | Percentage - 96 | Result - Match 
Checked for 081931065.xml | Count - 110904 | Percentage - 96 | Result - Match 
Checked for 081931071.xml | Count - 110905 | Percentage - 96 | Result - Match 
Checked for 081931088.xml | Count - 110906 | Percentage - 96 | Result - Match 
Checked for 081931094.xml | Count - 110907 | Percentage - 96 | Result - Match 
Checked for 081931284.xml | Count - 110908 | Percentage - 96 | Result - Match 
Checked for 081931290.xml | Count - 110909 | Percentage - 96 | Result - Match 
Checked for 081931301.xml | Count - 110910 | Percentage - 96 | Result - Match 
Checked for 081931318.xml | Count - 110911 | Percentage - 96 | Result - Match 
Checked for 081931324.xml | Count - 110912 | Percentage - 96 | Result - Match 
Checked for 081931347.xml | Count - 110913 | Percentage - 96 | Result - Match 
Checked for 081931362.xml | Count - 110914 | Percentage - 96 | Result - Match 
Checked for 081931399.xml | Count - 110915 | Percentage - 96 | Result - Match 
Checked for 081931402.xml | Count - 110916 | Percentage - 96 | Result - Match 
Checked for 081931480.xml | Count - 110917 | Percentage - 96 | Result - Match 
Checked for 081931497.xml | Count - 110918 | Percentage - 96 | Result - Match 
Checked for 081931508.xml | Count - 110919 | Percentage - 96 | Result - Match 
Checked for 081931514.xml | Count - 110920 | Percentage - 96 | Result - Match 
Checked for 081931520.xml | Count - 110921 | Percentage - 96 | Result - Match 
Checked for 081931537.xml | Count - 110922 | Percentage - 96 | Result - Match 
Checked for 081931543.xml | Count - 110923 | Percentage - 96 | Result - Match 
Checked for 081931552.xml | Count - 110924 | Percentage - 96 | Result - Match 
Checked for 081931566.xml | Count - 110925 | Percentage - 96 | Result - Match 
Checked for 081931606.xml | Count - 110926 | Percentage - 96 | Result - Match 
Checked for 081931612.xml | Count - 110927 | Percentage - 96 | Result - Match 
Checked for 081931635.xml | Count - 110928 | Percentage - 96 | Result - Match 
Checked for 081931693.xml | Count - 110929 | Percentage - 96 | Result - Match 
Checked for 081931710.xml | Count - 110930 | Percentage - 96 | Result - Match 
Checked for 081931756.xml | Count - 110931 | Percentage - 96 | Result - Match 
Checked for 081931779.xml | Count - 110932 | Percentage - 96 | Result - Match 
Checked for 081931825.xml | Count - 110933 | Percentage - 96 | Result - Match 
Checked for 081931831.xml | Count - 110934 | Percentage - 96 | Result - Match 
Checked for 081931848.xml | Count - 110935 | Percentage - 96 | Result - Match 
Checked for 081931877.xml | Count - 110936 | Percentage - 96 | Result - Match 
Checked for 081931883.xml | Count - 110937 | Percentage - 96 | Result - Match 
Checked for 081931900.xml | Count - 110938 | Percentage - 96 | Result - Match 
Checked for 081931917.xml | Count - 110939 | Percentage - 96 | Result - Match 
Checked for 081932012.xml | Count - 110940 | Percentage - 96 | Result - Match 
Checked for 081932070.xml | Count - 110941 | Percentage - 96 | Result - Match 
Checked for 081932110.xml | Count - 110942 | Percentage - 96 | Result - Match 
Checked for 081932202.xml | Count - 110943 | Percentage - 96 | Result - Match 
Checked for 081932300.xml | Count - 110944 | Percentage - 96 | Result - Match 
Checked for 081932381.xml | Count - 110945 | Percentage - 96 | Result - Match 
Checked for 081932444.xml | Count - 110946 | Percentage - 96 | Result - Match 
Checked for 081932450.xml | Count - 110947 | Percentage - 96 | Result - Match 
Checked for 081944539.xml | Count - 110948 | Percentage - 96 | Result - Match 
Checked for 081944672.xml | Count - 110949 | Percentage - 96 | Result - Match 
Checked for 081944689.xml | Count - 110950 | Percentage - 96 | Result - Match 
Checked for 081944695.xml | Count - 110951 | Percentage - 96 | Result - Match 
Checked for 081944706.xml | Count - 110952 | Percentage - 96 | Result - Match 
Checked for 081944712.xml | Count - 110953 | Percentage - 96 | Result - Match 
Checked for 081944729.xml | Count - 110954 | Percentage - 96 | Result - Match 
